name;address;postal_code;city;category
EUROPE FORMATION;152 AVENUE JEAN JAURES;93500;PANTIN;Agro-alimentaire, alimentation, cuisine
LENAIN ECOLE DES GOURMETS;154 RUE DE CHARENTON ;75012;PARIS 12;Agro-alimentaire, alimentation, cuisine
JD PAINS SAS;155 CHEMIN DE LA ROUQUETTE;82370;NOHIC;Agro-alimentaire, alimentation, cuisine
MR MICHEL SEGUY;16 AV DE PUISSALICON;34290;LIEURAN LES BEZIERS;Agro-alimentaire, alimentation, cuisine
DELPHINE CESCHI (CQF2D);16 CHEMIN DE CHAUX;25320;BOUSSIERES;Agro-alimentaire, alimentation, cuisine
SOCIETE SCIENTIFIQUE D'HYGIENE ALIMENTAIRE;16 RUE DE L'ESTRAPADE;75005;PARIS 05;Agro-alimentaire, alimentation, cuisine
HNCCBS SARL;16 RUE DU DOCTEUR FAUVEL;14490;BALLEROY SUR DROME;Agro-alimentaire, alimentation, cuisine
AD VALORES;17 RUE DE L'ESCOT;38300;BOURGOIN JALLIEU;Agro-alimentaire, alimentation, cuisine
MONSIEUR PIQUET DIDIER;17 RUE DES GREVES;22360;LANGUEUX;Agro-alimentaire, alimentation, cuisine
LYCEE CONDORCET;17 RUE HENRI HERTZ;2100;ST QUENTIN;Agro-alimentaire, alimentation, cuisine
LABORATOIRE DES TECHNIQUES ET SCIENCES DES ALIMENTS;17 RUE PIERRE JOUANNY;61005;ALENCON;Agro-alimentaire, alimentation, cuisine
ASSOCIATION POUR LA GESTION DU CFA DU COMMINGES;17 RUE RENE ARNAUD;31210;GOURDAN POLIGNAN;Agro-alimentaire, alimentation, cuisine
MISSIONS HYGIENE IAA;171 RUE DE LA GARENNE;1290;CROTTET;Agro-alimentaire, alimentation, cuisine
JP FORMATION SASU;1767 CHEMIN D'AUVILLAR;82210;ST NICOLAS DE LA GRAVE;Agro-alimentaire, alimentation, cuisine
POUGET JEAN PHILIPPE;1767 CHEMIN D'AUVILLAR;82210;ST NICOLAS DE LA GRAVE;Agro-alimentaire, alimentation, cuisine
ECOLE DE PIZZA REUNION OCEAN INDIEN;177 BIS RUE CHARLES BAUDELAIRE;97430;LE TAMPON;Agro-alimentaire, alimentation, cuisine
U.D.O.V.E.P. UNION ORGANISMES DE VACANCES EDUCATION POPULAIRE;18 RUE DES PRES;71300;MONTCEAU LES MINES;Agro-alimentaire, alimentation, cuisine
FORMALINE;18 Rue des Verries;34980;ST GELY DU FESC;Agro-alimentaire, alimentation, cuisine
JMB CONSULTANTS;18 RUE PELLEPORT;75020;PARIS;Agro-alimentaire, alimentation, cuisine
A. TORTU CONSEIL ET FORMATION;180 RUE BLOMET;75015;PARIS;Agro-alimentaire, alimentation, cuisine
FATIMA MOUSTAID HOUNTONDJI;1818, RUE DES MIMOSAS;76710;ESLETTES;Agro-alimentaire, alimentation, cuisine
BELOW ELEVEN FORMATION;185, chemin de la Grange des Roues;84700;SORGUES;Agro-alimentaire, alimentation, cuisine
L'INSTANT CRU;19 quai de stanligrad ;92100;BOULOGNE BILLANCOURT;Agro-alimentaire, alimentation, cuisine
CHAMBRE DE METIERS DE LA VIENNE;19 R SALVADOR ALLENDE BP 409;86000;POITIERS;Agro-alimentaire, alimentation, cuisine
ADC;19 route de Marlioz;74150;BOUSSY;Agro-alimentaire, alimentation, cuisine
CAPITAL POINTS FORMATION +SAS;19 RUE ANNA MARLY;31490;BRAX;Agro-alimentaire, alimentation, cuisine
PROST VALERIE (MAC 7);19 RUE DES RECOLLETS;77000;MELUN;Agro-alimentaire, alimentation, cuisine
ACS PERFORMANCE FORMATION CONSEIL SAS;19 RUE DU CHEVAL BLANC;59700;MARCQ EN BAROEUL;Agro-alimentaire, alimentation, cuisine
ECOLE SUPERIEURE DES METIERS D E BOUCHE;19 RUE GOUBET;75019;PARIS 19 (75019);Agro-alimentaire, alimentation, cuisine
TIEMPO CONSULTING;19 RUE PASTEUR;91800;BRUNOY;Agro-alimentaire, alimentation, cuisine
LABORATOIRE MYLAB;19 RUE STE CROIX;35410 CHATEAUGIRON;CHATEAUGIRON;Agro-alimentaire, alimentation, cuisine
VEHA CONSEIL SASU;195 CHEMIN DE MORONCAZAL;31410;NOE;Agro-alimentaire, alimentation, cuisine
ASSOCIATION G7;2  A   AVENUE AUGUSTE WICKY;68100;MULHOUSE;Agro-alimentaire, alimentation, cuisine
AGORA FORMATION ;2 A BOULEVARD FRANCHET D'ESPEREY;56101;LORIENT;Agro-alimentaire, alimentation, cuisine
ATRICOCHE FORMATION;2 ALLEE D ATHENE;79100;THOUARS;Agro-alimentaire, alimentation, cuisine
ORGANISME DE FORMATION DES CORPORATIONS ARTISANALES DU BAS-RHIN;2 ALLEE D'OSLO;67300;SCHILTIGHEIM;Agro-alimentaire, alimentation, cuisine
EMCONSULTING;2 ALLEE DE LA LICORNE;77123;NOISY SUR ECOLE;Agro-alimentaire, alimentation, cuisine
SARL MORITEL CONSULTING;2 IMPASSE DES PINS;30230;BOUILLARGUES;Agro-alimentaire, alimentation, cuisine
RAIMONDO LAURENT;2 MONTEE DU LUTETIA;6500;MENTON;Agro-alimentaire, alimentation, cuisine
SARL F.C. DEVELOPPEMENT - GROUPE AFORMAC;2 PLACE REGENSBURG;63000;CLERMONT-FERRAND;Agro-alimentaire, alimentation, cuisine
IFMD SAS;2 RUE BORDEAUX  ;97829;LE PORT (97829);Agro-alimentaire, alimentation, cuisine
M.C.C.F. EURL;2 RUE DE LA DIGUE;31300;TOULOUSE (31300);Agro-alimentaire, alimentation, cuisine
ALSACE QUALITE;2 RUE DE ROME;67300;SCHILTIGHEIM (67300);Agro-alimentaire, alimentation, cuisine
TEP SA;2 RUE DES ESSIOS;51430;BEZANNES;Agro-alimentaire, alimentation, cuisine
ALLIANCES FORMATIONS;2 RUE DU BOIS DE LA FONTAINE;91670;angerville;Agro-alimentaire, alimentation, cuisine
SAVEUR ET MEDIA PHILIPPE ROGEZ;2 RUE DU CARROIR;41150;COULANGES;Agro-alimentaire, alimentation, cuisine
MONSIEUR DAMIEN RICHARD;2 RUE DU RELAIS DE POSTE;35540;MINIAC MORVAN (35540);Agro-alimentaire, alimentation, cuisine
EUROFIN CERTIFICATION;2-12 rue du Chemin des Femmes;91300;MASSY;Agro-alimentaire, alimentation, cuisine
LS CONSULTING;2, Impasse du Ramier ;97233;SCHOELCHER;Agro-alimentaire, alimentation, cuisine
ECOCE GESTION EXPERTISE COMPTABLE & CONSEIL AUX ENTREPRISES;2, rue de Copenhague;67300;SCHILTIGHEIM;Agro-alimentaire, alimentation, cuisine
LABORATOIRE VETERINAIRE DEPART CONSEIL GENERAL DE L ISERE;20 AVENUE SAINT ROCH;38028;GRENOBLE;Agro-alimentaire, alimentation, cuisine
REAL CONSEIL AUDIT FORMATION;20 CHEMIN DES JUSTICES;77170;BRIE COMTE ROBERT;Agro-alimentaire, alimentation, cuisine
TERANA;20 RUE AIME RUDEL - BP 42;63370;LEMPDES;Agro-alimentaire, alimentation, cuisine
COLLECTIF LES PIEDS DANS LE PLAT;20 rue du vŽlodrome;24000;PERIGUEUX;Agro-alimentaire, alimentation, cuisine
POUYET FORMATION;20 RUE EMILE GALLE;54180;HOUDEMONT;Agro-alimentaire, alimentation, cuisine
FORMATION CONSEIL TRAVAIL ACTIONS;20 RUE FLORIAN;91400;ORSAY (91400);Agro-alimentaire, alimentation, cuisine
DIVERSEY ;201 RUE CARNOT;94120;FONTENAY SOUS BOIS;Agro-alimentaire, alimentation, cuisine
EBERT MELANIE;21 AVENUE JEAN BERENGUIER;81800;COUFOULEUX (81800);Agro-alimentaire, alimentation, cuisine
ANNE MICHEL -  AM CONSULTING;21 BD HYACINTE DE MONTERA ;20200;BASTIA;Agro-alimentaire, alimentation, cuisine
KASADENN;21 ROUTE DE LESQUIDIC;29170;PLEUVEN;Agro-alimentaire, alimentation, cuisine
DECLIC  SAVEURS - M. CARDEY PASCAL;21 RUE ST ANDRE;45370;CLERY SAINT ANDRE;Agro-alimentaire, alimentation, cuisine
ENILV ECOLE NATIONALE DES INDUSTRIES DU LAIT ET VIANDES;212 AV ANATOLE FRANCE BP 141;74800;LA ROCHE SUR FORON (74800);Agro-alimentaire, alimentation, cuisine
CENTRE DE FORMATION PREVENTION SECOURISME INCENDIE;2146 ROUTE DE MENDE;34090;MONTPELLIER;Agro-alimentaire, alimentation, cuisine
MME NATHALIE DELFAU;219 CH DES PLOMBIERES;34400;ST CHRISTOL;Agro-alimentaire, alimentation, cuisine
SAS OC ASSIST;22 hameau du Levant;11600;VILLEGAILHENC;Agro-alimentaire, alimentation, cuisine
ASSOCIATION DES CADRES ET ASSIMILES  POUR L'EMPLOI;22 RUE LAREVELLIERE;49100;ANGERS;Agro-alimentaire, alimentation, cuisine
CHAMBRE DE METIERS ET DE L'ARTISANAT DES VOSGES;22 RUE LEO VALENTIN;88000;EPINAL;Agro-alimentaire, alimentation, cuisine
YUKIKO MURATA;22/26  rue du Sergent Bauchet;75012;PARIS 12;Agro-alimentaire, alimentation, cuisine
MR MARC ANTOINE / CONTRAST;221 RUE CLAUDE NICOLAS LEDOUX;30900;NIMES;Agro-alimentaire, alimentation, cuisine
REGIS BOUET SOLUTIONS;225 RUE JUDAIQUE;33000;BORDEAUX;Agro-alimentaire, alimentation, cuisine
SUG'ART;225 RUE RAY CHARLES;34000;MONTPELLIER (34000);Agro-alimentaire, alimentation, cuisine
MR CHRISTOPHE METRA;23 RUE DE LA POSTE;66300;BANYULS DELS ASPRES;Agro-alimentaire, alimentation, cuisine
YANN TABOUREL - FORMATION CONSEIL EN BOULANGERIE;23 RUE DU PARC;14930;ETERVILLE;Agro-alimentaire, alimentation, cuisine
HURET FREDERIC - CHR FORMATION;23 TER, RUE DES VARENNES;63140;CHATEL-GUYON;Agro-alimentaire, alimentation, cuisine
MOULON LIONEL;24 A rue de la vieille Poste;40230;BENESSE MAREMNE;Agro-alimentaire, alimentation, cuisine
FORMAFRAIS M. DOMINIQUE BERTRAND;24 AVENUE DE BONNE SOURCE;44350;GUERANDE;Agro-alimentaire, alimentation, cuisine
B & L FORMATION CONSEIL SAS;24 L'OURMET PAYRIN;81660;PAYRIN AUGMONTEL;Agro-alimentaire, alimentation, cuisine
R et K;24 rue des Boulangers;75005;PARIS 05;Agro-alimentaire, alimentation, cuisine
CENTRE DE FORMATION INDUSTRIE HOTELIERE DE MEURTHE MOSELLE;24 RUE HENRI BAZIN;54000;NANCY;Agro-alimentaire, alimentation, cuisine
A.D.S. L'ATELIER DE STEPHANE;24 RUE LOUIS BLANC;75010;PARIS;Agro-alimentaire, alimentation, cuisine
MC QUALITE PLUS;24 RUE WALTER GROPIUS;25000;BESANCON;Agro-alimentaire, alimentation, cuisine
FORMATION CONSULTING;246 RUE BERANGER;80000;AMIENS;Agro-alimentaire, alimentation, cuisine
RESTOVENTIS FORMATION SAS;25 AVENUE ROGER SALENGRO;82000;MONTAUBAN;Agro-alimentaire, alimentation, cuisine
SILLIKER;25 BOULEVARD DE LA PAIX;95891;CERGY PONTOISE;Agro-alimentaire, alimentation, cuisine
SAS NODDI;25 RUE DE LA MERIDIENNE VERTE;18570;LA CHAPELLE ST URSIN;Agro-alimentaire, alimentation, cuisine
SARL PG FORMATION;25 RUE DE VERDUN;57200;REMELFING;Agro-alimentaire, alimentation, cuisine
L & FORMATION;25 RUE DU RUISSEAU DE LA VIENNE;28130;HANCHES;Agro-alimentaire, alimentation, cuisine
EURL AXIS;26 BIS RUE AUMONE VIEILLE;13100;AIX EN PROVENCE;Agro-alimentaire, alimentation, cuisine
MADAME SEGONNES ESTELLE;26 BOULEVARD BELLEVUE DE LA BARASSE;13011;MARSEILLE 11;Agro-alimentaire, alimentation, cuisine
SIDOC;26 QUARTIER DE LA POSTE;20260;LUMIO;Agro-alimentaire, alimentation, cuisine
GRAFFIN  STEPHANE;26 RUE DU CABOULOT;28300;BERCHERES SAINT GERMAIN;Agro-alimentaire, alimentation, cuisine
CENTRE DE FORMATION SAINT JEAN OGEC.OZANAM J.D'ARC SAINT JEAN;26 RUE EUGENE VARLIN;87000;LIMOGES;Agro-alimentaire, alimentation, cuisine
FORMATEXIA;26 TER RUE NICOLAI;75012;PARIS 12;Agro-alimentaire, alimentation, cuisine
AGELLIS CONSEIL           ANGEL-CLAUDE ESCOLANO;26, RUE DU BOIS DES TRENTAINES;14930;ETERVILLE;Agro-alimentaire, alimentation, cuisine
ARIAUX CONSEIL FORMATION;27 AVENUE DU GENERAL DE GAULLE;56100;LORIENT;Agro-alimentaire, alimentation, cuisine
SARL G ET P CONSEIL;27 RUE GABRIEL O\'BYRNE;81800;RABASTENS;Agro-alimentaire, alimentation, cuisine
2 VOUS A NOUS;271 ChaussŽe Jules CŽsar;95250;BEAUCHAMP (95250);Agro-alimentaire, alimentation, cuisine
HYGI DIET;271 RUE PAUL BERT;69003;LYON 03;Agro-alimentaire, alimentation, cuisine
2C DEVELOPPEMENT;279 B AVENUE DU 8 MAI 1945;13240;SEPTEMES LES VALLONS;Agro-alimentaire, alimentation, cuisine
CC1C - VMD AUDITS & FORMATIONS;279 CHEMIN DU PONT DE CRUCILLEUX;38890;SAINT CHEF;Agro-alimentaire, alimentation, cuisine
PAVY ISABELLE;28 AVENUE DES CORSAIRES;17000;LA ROCHELLE;Agro-alimentaire, alimentation, cuisine
EMPREINTE FORMATION;28 BD DE LA REPUBLIQUE;71100;CHALON SUR SAONE;Agro-alimentaire, alimentation, cuisine
DELICIEUSEMENT VOTRE;28 CHEMIN DE MONTRAY;69110;STE FOY LES LYON;Agro-alimentaire, alimentation, cuisine
SUCRES SALES FORMATION;28, rue Roger Tiphaine;58640;VARENNES VAUZELLES;Agro-alimentaire, alimentation, cuisine
BERTRAND ELODIE;288 AVENUE MAURICE FOURNOL;12400;ST AFFRIQUE;Agro-alimentaire, alimentation, cuisine
AU PECHE MIGNON - Laurence DERET;29 place du Martroi;45300;PITHIVIERS;Agro-alimentaire, alimentation, cuisine
GREGOIRE MAILLE  - CONSEIL CULINAIRE;29 ROUTE DE DAIX;21121;FONTAINE LES DIJON;Agro-alimentaire, alimentation, cuisine
ALL CONSULTING SAS;29 RUE DE LA PAIX;54000;NANCY;Agro-alimentaire, alimentation, cuisine
CUISIN' STUDIO  ;29 RUE DU CHARRON;67960;ENTZHEIM;Agro-alimentaire, alimentation, cuisine
DE COURS SAINT GERVASY FRANCOIS-GAUTIER;29 RUE PIERRE DE COUBERTIN;31240;ST JEAN;Agro-alimentaire, alimentation, cuisine
LABOQUALI;29, BOULEVARD DES ALPES;38240;MEYLAN;Agro-alimentaire, alimentation, cuisine
BERGE FRANCK EIRL - CUISSON EXPERTISE;3 CITE GEORGES CHARPAK;15130;ARPAJON SUR CERE;Agro-alimentaire, alimentation, cuisine
GROUPE JBR ;3 IMPASSE DE BERNADAS;31270;Villeneuve-Tolosane;Agro-alimentaire, alimentation, cuisine
GROUPE PLF;3 PLACE DE LA HALLE;57130;JUSSY;Agro-alimentaire, alimentation, cuisine
GINALHAC JEAN-LUC - JLG CONSULTANT;3 Place du 8 mai 1945;69510;MESSIMY;Agro-alimentaire, alimentation, cuisine
STEPHANIE BLOT;3 RUE AUFSCHLAGER;67100;STRASBOURG;Agro-alimentaire, alimentation, cuisine
ACTION AVENIR FORMATION CONSEIL OU 2AFC;3 RUE BAUDELAIRE;75012;PARIS;Agro-alimentaire, alimentation, cuisine
QUALIJOB;3 RUE D'AMSTERDAM;60110;AMBLAINVILLE;Agro-alimentaire, alimentation, cuisine
PYRENEES NETTOYAGE SAS PYRENET;3 RUE D'ISABY;65420;IBOS;Agro-alimentaire, alimentation, cuisine
FORCE 5;3 RUE DARWIN;49045;ANGERS;Agro-alimentaire, alimentation, cuisine
AFCO;3 RUE DE L'ASSOMPTION;6100;NICE;Agro-alimentaire, alimentation, cuisine
SARL OSCAR SERVICES;3 RUE DE MULHOUSE;68840;PULVERSHEIM (68840);Agro-alimentaire, alimentation, cuisine
SPOHN CHRISTINE - LES GOURMANDISES BIO;3 RUE DE VARENNES;70130;RECOLOGNE;Agro-alimentaire, alimentation, cuisine
IZARD CONSEILS;3 RUE DES MARCHANDS;29870;LANNILIS;Agro-alimentaire, alimentation, cuisine
DOMINIQUE ALBIZZATI;3 RUE DES MARTYRS;90400;DANJOUTIN;Agro-alimentaire, alimentation, cuisine
GOUTS & COULEURS - SAS YOLAINE LE COZ;3 RUE DES POTIERS;56400;PLOEMEL;Agro-alimentaire, alimentation, cuisine
PATRICIA GALLET;3 RUE DU BOUFFAY;44160;PONTCHATEAU;Agro-alimentaire, alimentation, cuisine
AFC QUALITE;3 RUE ERNEST DAGONET;51000;CHALONS EN CHAMPAGNE;Agro-alimentaire, alimentation, cuisine
ECOLE CHRISTIAN VABRET;3 RUE LAVOISIER;15000;AURILLAC;Agro-alimentaire, alimentation, cuisine
GERSON FORMATION SASU RESTO FORMATIONS;3 RUE LAVOISIER;31700;BLAGNAC;Agro-alimentaire, alimentation, cuisine
STATION CLEAN SARL;3 RUE LAVOISIER;31700;BLAGNAC;Agro-alimentaire, alimentation, cuisine
SARL CAFE LOMI;3 TER RUE MARCADET;75018;PARIS;Agro-alimentaire, alimentation, cuisine
ACTION CONSEIL FORMATION;30 AV POMPIDOR BAT IN ESS;11100;NARBONNE;Agro-alimentaire, alimentation, cuisine
FORM ALACARTE;30 ROUTE DE LONGPONT;91700;SAINTE GENEVIEVE DES BOIS;Agro-alimentaire, alimentation, cuisine
QSE CONSULT;30 RUE DE LA STATION;68700;ASPACH LE BAS;Agro-alimentaire, alimentation, cuisine
MD DIETETIQUE - MARTINE DEBRAND;30 RUE DU POINT DU JOUR;2000;LAON;Agro-alimentaire, alimentation, cuisine
ASSOCIATION AMIENS AVENIR JEUNES;30, AVENUE DE PICARDIE;80012;AMIENS CEDEX 1;Agro-alimentaire, alimentation, cuisine
LYCEE   RURAL PRIVE JEAN MONNET;304 BOULEVARD DE LA BARDIERE;69590;ST SYMPHORIEN SUR COISE;Agro-alimentaire, alimentation, cuisine
MAIGNAUT  FRANCIS;31 ROUTE DE LA BILLETTE;37300;JOUE LES TOURS;Agro-alimentaire, alimentation, cuisine
FORMATION PLUS MEDITERRANEE;32 BOULEVARD JEAN BOURRAT;66000;PERPIGNAN;Agro-alimentaire, alimentation, cuisine
COMITE INTERPROFESSIONNEL D'APPRENTISSAGE;33 BD CAPITAINE GEZE;13333;MARSEILLE CEDEX 14;Agro-alimentaire, alimentation, cuisine
VISTAGO FORMATION CONSEIL ASSISTANCE SARL;33 BOULEVARD DE LA LIBERTE;13001;MARSEILLE 01;Agro-alimentaire, alimentation, cuisine
SOTTO AMAR DOMINIQUE;33 RUE DE MORA;95880;ENGHIEN LES BAINS (95880);Agro-alimentaire, alimentation, cuisine
AXYS S.A.R.L.;33 RUE DU REMPART ST CLAUDE;17000;LA ROCHELLE;Agro-alimentaire, alimentation, cuisine
MR BRUNO MERIAL;34 AV FRANCOIS MITTERAND;11500;QUILLAN;Agro-alimentaire, alimentation, cuisine
MAISON FAMILIALE INGRANDES SUR VIENNE;34 D 910;86220;INGRANDES SUR VIENNE;Agro-alimentaire, alimentation, cuisine
KARINE ET PASCAL LENOBLE FORMATION;34 rue Nationale;37150;CIVRAY DE TOURAINE;Agro-alimentaire, alimentation, cuisine
FMDE SARL;35 AVENUE DU DANEMARK;82003;MONTAUBAN;Agro-alimentaire, alimentation, cuisine
BARNET EMMANUEL;36 RUE DU MAUBERME;9190;ST LIZIER;Agro-alimentaire, alimentation, cuisine
FIERIC;36 RUE KLEBER;47000;AGEN;Agro-alimentaire, alimentation, cuisine
D-PRO;37 AVENUE DU GENERAL DE GAULLE;33550;LANGOIRAN;Agro-alimentaire, alimentation, cuisine
CARNETS DE CUISINE;37 CC LES PATIOS DE CLUNY;97233;SCHOELCHER (97233);Agro-alimentaire, alimentation, cuisine
MYRIAM GERBIER;37 PLACE ROBERT GERBIER;86190;LATILLE;Agro-alimentaire, alimentation, cuisine
XAVIER CHATELAT EXCELLENCE;37 RUE DE LESSY;57160;CHATEL SAINT GERMAIN;Agro-alimentaire, alimentation, cuisine
CENTRE INTERNATIONAL DES SPIRITUEUX;37 RUE GASTON BRIAND  BP 30037;16130;SEGONZAC;Agro-alimentaire, alimentation, cuisine
ALPA CONSULT NORD SARL;37 RUE PIERRE BROSSOLETTE;59700;MARCQ EN BAROEUL;Agro-alimentaire, alimentation, cuisine
CREPERIE GRILL ST SAT;386 ROUTE D\'AVIGNON;84450;SAINT SATURNIN LES AVIGNON;Agro-alimentaire, alimentation, cuisine
MADAME VIRGINIE PENCREC'H;39 AVENUE ANDRE BONNIN;35135;CHANTEPIE;Agro-alimentaire, alimentation, cuisine
APAM - ASSOCIATION POUR L'APPRENTISSAGE EN MAYENNE;39 AVENUE DE CHANZY;53002;LAVAL;Agro-alimentaire, alimentation, cuisine
DURU ALAIN;39 BIS RUE DE LA MAIRIE;60150;LONGUEIL ANNEL (60150);Agro-alimentaire, alimentation, cuisine
MONSIEUR YVAN POSTEL;39 RUE DE LA MALADRERIE;60960;FEUQUIERES;Agro-alimentaire, alimentation, cuisine
ARDILEY LAJOINIE Francine;39, rue MAUBEC;33210;LANGON;Agro-alimentaire, alimentation, cuisine
CBVF;39,AVENUE GEORGES POMPIDOU;56800;PLOERMEL;Agro-alimentaire, alimentation, cuisine
ARCHE LIGAR SAS;3B AVENUE BINGHAMTON;33260;LA TESTE DE BUCH;Agro-alimentaire, alimentation, cuisine
DRAN LAURENT;4 ALLEE DU NIGER;31000;TOULOUSE;Agro-alimentaire, alimentation, cuisine
SUSHI SHARI;4 AV ARISTIDE BRIAND;34170;CASTELNAU LE LEZ;Agro-alimentaire, alimentation, cuisine
QUALISS  S.A.S.U;4 AVENUE DEBRY;94100;ST MAUR DES FOSSES;Agro-alimentaire, alimentation, cuisine
MME ANNA ALCAIDE VILLANUEVA;4 B AV J.B CHARCOT;34740;VENDARGUES;Agro-alimentaire, alimentation, cuisine
TOUATI  Lysiane;4 bis, rue de la de la fontaine du clos;93160;NOISY LE GRAND;Agro-alimentaire, alimentation, cuisine
ART FLOW FORMATION CONTINUE - CASTEIGNAU FREDERIC;4 BOULEVARD SOUSTRE;4000;DIGNE LES BAINS;Agro-alimentaire, alimentation, cuisine
MATHILDE CHRISTOPHE;4 IMPASSE DE LA GOBETIERE;85300;CHALLANS;Agro-alimentaire, alimentation, cuisine
CEBIOS;4 RUE AMBROISE COTTET;10000;TROYES;Agro-alimentaire, alimentation, cuisine
NSF FRANCE;4 RUE ARCHIMEDE ;59650;VILLENEUVE D ASCQ (59650);Agro-alimentaire, alimentation, cuisine
CANOV SAS;4 RUE DE L' ANCIENNE BERGERIE;94595;RUNGIS CEDEX;Agro-alimentaire, alimentation, cuisine
INSTITUT DU GOUT DES VINS;4 RUE DE L'HIPPODROME;44300;NANTES;Agro-alimentaire, alimentation, cuisine
CAFE SATI SA;4 RUE DE NANTES;67100;STRASBOURG;Agro-alimentaire, alimentation, cuisine
MADAME CATHERINE RANAIVO;4 RUE DES LUTINS;56450;SURZUR;Agro-alimentaire, alimentation, cuisine
CFA LOUIS PRIOUX;4 RUE DURENNE PARC BRADFER;55000;BAR LE DUC;Agro-alimentaire, alimentation, cuisine
CHARLES GRENIER;4 RUE FAIDHERBE;94160;ST MANDE;Agro-alimentaire, alimentation, cuisine
ATELIER DE LA CREPE;4 RUE GARANGEAU;35400;ST MALO;Agro-alimentaire, alimentation, cuisine
LEJEUNE GILLES;4 rue Jean-Jacques Rousseau;91100;CORBEIL ESSONNES;Agro-alimentaire, alimentation, cuisine
ACI PERFORMANCE;4 RUE LOUIS ADAM;69100;VILLEURBANNE;Agro-alimentaire, alimentation, cuisine
ACCED PERFORMANCES;4-6 RUE DES CHAUFFOURS;95000;CERGY (95000);Agro-alimentaire, alimentation, cuisine
MONSIEUR NOEL SOURISSEAU;4, LE CHENE ROND;85140;ST MARTIN DES NOYERS;Agro-alimentaire, alimentation, cuisine
NUTRI ET FORM CONSEIL;40 QUAI SAINT CYR;35000;RENNES;Agro-alimentaire, alimentation, cuisine
PARIS GAETAN CONSEIL;40 ROUTE DE LA CROIX LESTOREY;50200;MONTHUCHON;Agro-alimentaire, alimentation, cuisine
SPILEERS JEROME;40 RUE GUSTAVE COURBET;81200;AUSSILLON;Agro-alimentaire, alimentation, cuisine
VIGNAUX MARIE ROSE;406 CHEMIN DU PEYMONT;6610;LA GAUDE;Agro-alimentaire, alimentation, cuisine
DDHP FORMATION;41 RUE D'ENTRAIGUES;37000;TOURS (37000);Agro-alimentaire, alimentation, cuisine
AIDAMCIE CFAIE;41 RUE PAS DES HEURES ;27100;VAL DE REUIL (27100);Agro-alimentaire, alimentation, cuisine
CENTRE DE FORMATION D'APPRENTIS;41 ZONE ARTISANALE GALMOT;97300;CAYENNE;Agro-alimentaire, alimentation, cuisine
ARHQUA ANALYSE DES RISQUES HYGIENE QUALITE   MME FAVEAU;42 C RUE MIRABEAU;25000;BESANCON (25000);Agro-alimentaire, alimentation, cuisine
SARL CAP'R HQS;43 B RUE DU PRESBYTERE;97410;ST PIERRE;Agro-alimentaire, alimentation, cuisine
SAMIA GARNIER;43 RUE DES TULIPES ;93370;MONTFERMEIL;Agro-alimentaire, alimentation, cuisine
UNION NATIONALE DES ASSOCIATIONS DE TOURISME NOUVELLE-AQUITAINE;436 AVENUE DE VERDUN;33700;MERIGNAC;Agro-alimentaire, alimentation, cuisine
WWBS GROUP;44 ALLEES DE TOURNY;33000;BORDEAUX;Agro-alimentaire, alimentation, cuisine
TALENTS CROISES;44 RUE DE LA TOUR DE VARAN;42700;FIRMINY;Agro-alimentaire, alimentation, cuisine
SWEET'ART - M. MORIN PHILIPPE;44 RUE DU FAUBOURG DE BOURGOGNE;45000;ORLEANS ;Agro-alimentaire, alimentation, cuisine
ALG CONSEIL  ANNE LAURE GILBERT;45 GRAND RUE;67140;BARR;Agro-alimentaire, alimentation, cuisine
CQFD GUSTATION;45 RUE BERNARD PALISSY;37000;TOURS;Agro-alimentaire, alimentation, cuisine
ACFAL FORMATION;45 RUE SAINTE GENEVIEVE;69006;LYON 06 (69006);Agro-alimentaire, alimentation, cuisine
ENVOL;45, RUE VIOLET;75015;PARIS 15;Agro-alimentaire, alimentation, cuisine
PROFESSIONAL BUSINESS SCHOOL;452 BOULEVARD MICHELET;13009;MARSEILLE 09;Agro-alimentaire, alimentation, cuisine
APPRO-VISION;453 RUE ALPHONSE BEAU DE ROCHAS;66000;PERPIGNAN;Agro-alimentaire, alimentation, cuisine
SARL ALQUAL;46  RUE DE L'ISLE;2100;SAINT QUENTIN;Agro-alimentaire, alimentation, cuisine
QUALHYMAJ FORMATION - M. HEMERET FRANCK;46 RUE LUCIANO PAVAROTTI;37550;SAINT AVERTIN;Agro-alimentaire, alimentation, cuisine
SEPR STE D'ENSEIGNEMENT PROFESSIONNEL DU RHONE;46 RUE PROFESSEUR ROCHAIX;69424;LYON CEDEX 03;Agro-alimentaire, alimentation, cuisine
NUTRACTIV;47 RUE BOILEAU;85000;LA ROCHE SUR YON;Agro-alimentaire, alimentation, cuisine
HIS CAROLE;47 RUE PAUL VERLAINE;69100;VILLEURBANNE;Agro-alimentaire, alimentation, cuisine
JMSA. FORMATION CONSEIL MALOT JEAN MICHEL;47-49 RUE JULES JUILLET;60100;CREIL;Agro-alimentaire, alimentation, cuisine
ASS FORMATION POUR COOPERATION PROMOTION PROF MEDITERRANEENNE;48 BD MARCEL DELPRAT;13013;Marseille;Agro-alimentaire, alimentation, cuisine
CONSEIL DEPARTEMENTAL DES VOSGES/LABORATOIRE VETERINAIRE ET ALIMENTAIRE DES VOSGES;48 RUE DE LA BAZAINE;88000;EPINAL;Agro-alimentaire, alimentation, cuisine
